Image|Rating|Code|Name|Classification|Vintage|Region|Price|Country|Description|Stock|Type|Id|Size
Watermark2014 9Domaine de Chevalier 2000.jpg||M0000271|Domaine de Chevalier|AOC|2000|Pessac Leognan|HK$ 890.0|France||8|Red wine|5435|750ml
Watermark2014 6Marsau 2000 JPEG.jpg|WS 85 |M0000306|Marsau|AOC|2000|Cotes de Francs|HK$ 298.0|France|The outstanding 2000 boasts a deep ruby/purple color and a terrific nose of jammy black fruits intermixed with smoke, charcoal, licorice, and vanilla. The wine is deep, medium to full-bodied, concentrated, and impeccably pure. It should drink well for at least a decade. Fashioned at the home domaine of Jean-Marie Chadronnier, one of Bordeaux's most articulate spokespersons (he works for the negociant Dourthe), this wine is a sleeper of the vintage and well worth a special effort to find. This is a revelation for this particular appellation.|5|Red wine|5436|750ml
Watermark2014Mouton Rothschild 1994jpg.jpg|RP 98 |M0000345|Mouton Rothschild|1er Cru|2000|Pauillac|HK$ 13,900.0|France|The wine offers a saturated ruby/purple color in addition to reticent but promising aromas of toast, coffee, licorice, creme de cassis, and roasted nuts. Dense, chewy, and backward, with tremendous purity and density in addition to obvious toasty oak, it is full-bodied, powerful, tannic, and backward.|48|Red wine|5437|750ml
Watermark2014 9Chateau La Fleur Petrus 2000.jpg|RP 92 |M0000371|La Fleur Petrus|AOC|2000|Pomerol|HK$ 2,988.0|France|A deep plum/ruby color is followed by aromas of mocha, kirsch liqueur, loamy soil, spice box, and licorice. It is an opulent, medium to full-bodied, big, substantial yet elegant, precise Pomerol displaying beautiful purity. It should continue to age for another 10+ years.|1|Red wine|5439|750ml
Watermark2014 9Chateau LHermitage 2000.jpg||M0000399|L Hermitage|Grand Cru Classes|2000|St. Emilion|HK$ 880.0|France|A wonderfully sweet bouquet of creme de cassis, melted licorice, mocha, and vanilla soars from the glass. The rich, pure, concentrated, opaque purple-colored 2000 displays all the hallmarks of this great vintage – power, concentration, depth, ripeness, and moderately high tannin. Dense and impressive, it will be drinkable between 2006-2018.|11|Red wine|5440|750ml
||M0000561|Vega Silicia Valbuena||2000|Ribera del Duero|HK$ 1,200.0|Spain||0|Red wine|5441|750ml
Watermark2014 2Palmer 2009 1500ml JPEG.jpg|RP 97 |M0000753|Palmer|3eme Cru|2000|Margaux|HK$ 2,980.0|France||0|Red wine|5442|750ml
Watermark2014 9Petrus 2005.jpg|RP 100 |M0000760|Petrus|AOC|2000|Pomerol|HK$ 39,999.0|France||1|Red wine|5443|750ml
|RP 91 |M0000769|Domaine Armand Rousseau Chambertin G Cru Clos de Beze|Grand Cru|2000|Burgundy|HK$ 5,300.0|France||2|Red wine|5444|750ml
Watermark2014Cheval Blanc 1993 JPEG.jpg|RP 99 |M0000809|Cheval Blanc|1er GCC A|2000|St. Emilion|HK$ 7,500.0|France||12|Red wine|5445|750ml
Watermark2014Dom. Rousseau Armand Clos de la Roche 2001 jpg.jpg|RP 92 |M0000125|Dom.  Armand Rousseau Clos de la Roche|AOC|2001|Burgundy|HK$ 3,880.0|France||1|Red wine|5447|750ml
Watermark2014 8Carruades de Lafite 2001 JPEG.jpg|RP 87, WS 88 |M0000234|Carruades De Lafite|2nd wines of Lafite|2001|Pauillac|HK$ 2,460.0|France|The 1996, a blend of 63% Cabernet Sauvignon and 37% Merlot, may turn out to be the finest Carruades I have ever tasted. It possesses as much power, ripeness, and fleshy fruit (because of the high percentage of Merlot) as I have ever detected in this offering. While it does not quite have the characteristics of Lafite, being fleshier and more accessible, it is a beautifully made wine with a subtle dosage of toasty new oak, an appealing texture, and excellent length. Given its power, this second wine will need 2-4 years of cellaring, and keep for 15+ years|4|Red wine|5448|750ml
Watermark2014 6Le Monteil dArsac 2001 JPEG.jpg||M0000303|Le Monteil d Arsac|2nd wine|2001|Haut Medoc|HK$ 298.0|France||4|Red wine|5449|750ml
Watermark2014 6Reserve de la Comtesse 2001 JPEG.jpg||M0000326|RESERVE DE LA COMTESSE|2nd wines of Pichon Lalande|2001|Pauillac|HK$ 450.0|France|The 2001 Reserve de la Comtesse, is a blend of 53% Cabernet Sauvignon, 36% Merlot, and 11% Cabernet Franc. The wine was produced from 43% of the production and reveals complex aromas of cedar, tobacco, and black currants with a hint of chocolate in the background. A sweet attack is followed by a ripe, supple effort that should drink well upon release, and last for 10-12 years.|6|Red wine|5450|750ml
Watermark2014 8Monbousquet Blanc 2001 JPEG.jpg||M0000407|Monbousquet Blanc|AOC|2001|Bordeaux|HK$ 899.0|France|The 2001 dry whites are extremely long-lived wines. They can be drunk young or cellared for 20-30+ years. In many ways, these whites age even more slowly than red Bordeaux. 2004 – 2034|5|Red wine|5451|750ml
||M0000699|Talbot|4eme Cru|2001|Saint Julien||France||0|Red wine|5452|750ml
Watermark2014 9Chateau Pontet-Canet 2003.jpg||M0000709|Pontet Canet|5eme Cru|2001|Pauillac|HK$ 950.0|France||45|Red wine|5453|750ml
Watermark2014 9Petrus 2005.jpg|RP 95 |M0000761|Petrus|AOC|2001|Pomerol|HK$ 17,500.0|France||2|Red wine|5454|750ml
Watermark2014 6Kirwan 2002 JPEG.jpg||M0000075|Kirwan|3eme Cru|2002|Margaux|HK$ 399.0|France|A relatively masculine-styled effort, with some noticeably hard and elevated tannin, this deep ruby/purple-colored 2002 exhibits notes of forest floor, black currant, vanilla, and incense. Firmly structured, tannic, and muscular, it requires 3-4 years of cellaring, and should keep for up to two decades.|0|Red wine|5455|750ml
Watermark2014Pavie 2002jpg.jpg|RP 93 |M0000083|Pavie|1er GCC A|2002|St. Emilion|HK$ 2,280.0|France||2|Red wine|5456|750ml
Watermark2014 9Domaine de la Romanee-Conti La Tache Grand Cru Monopole 2002 JPEG.jpg|RP 96 |M0000272|Domaine de la Romanee-Conti La Tache Grand Cru Monopole|Grand Cru|2002|Burgundy|HK$ 20,800.0|France||1|Red wine|5457|750ml
Watermark2014 6Rauzan Segla 2002 JPEG.jpg||M0000421|Rauzan Segla|2eme Cru|2002|Margaux|HK$ 590.0|France|53% of the crop made it into this blend of 58% Cabernet Sauvignon, 35% Merlot, 5% Petit Verdot, and 2% Cabernet Franc. An outstanding wine with a dark ruby/purple color and more power, richness, and concentration than its younger sibling, the 2002|6|Red wine|5458|750ml
|RP 92 |M0000549|Vieux Chateau Certan|AOC|2002|Pomerol|HK$ 1,200.0|France||11|Red wine|5459|750ml
Watermark2014 9Chateau La Fleur Petrus 2000.jpg|RP 91 |M0000552|La Fleur Petrus|AOC|2002|Pomerol|HK$ 1,780.0|France||1|Red wine|5460|750ml
||M0000698|Talbot|4eme Cru|2002|Saint Julien||France||0|Red wine|5461|750ml
Watermark2014 8Clerc Milon 2001 JPEG.jpg||M0000703|Clerc Milon|5eme Cru|2002|Pauillac||France||0|Red wine|5462|750ml
Watermark2014 7Will Taylor Hunter Valley Semillon 2003 JPEG.jpg|JH 92 |M0000039|Will Taylor Hunter Valley Semillon||2003|Hunter Valley|HK$ 299.0|Australia|Aged Release. Quite a staggeringly toasty bouquet, with straw and ripe lemons the centrepiece; there is plenty of richness, and strong toasty flavours that really continue on for a very long time; not a style for everyone, but for those who like aged complexity combined with freshness, this may be for you.|21|White wine|5463|750ml
||M0000117|Clos Saint Martin|GCC (St. Emilion)|2003|St. Emilion|HK$ 380.0|France||3|Red wine|5464|750ml
|RP 97 |M0000138|Domaine Leroy Clos de Vougeot|Grand Cru|2003|Burgundy|HK$ 9,850.0|France||0|Red wine|5465|750ml
||M0000139|DRC Assortment|AOC|2003|Burgundy|HK$ 428,000.0|France||0|Red wine|5466|750ml
Watermark2014 2Will Taylor Pinot Noir 2003 JPEG.jpg|JH 92 |M0000200|Will Taylor Pinot Noir||2003|Yarra Valley Geelong|HK$ 399.0|Australia|Dark red hue.  Dark, brooding nose, with black cherry notes.  Full‑bodied Pinot, with nice dark fruit, but with a savoury finish.  Nice alcohol lift.  A hint of celeriac on the nose.  Will develop further complexity and be at its best in 4 or 5 years’ time.  As always, brilliant with duck, especially the way the Chinese do it.  We also love to drink it with Asian food (red duck curry is perfect).|0|Red wine|5467|750ml
||M0000242|Champagne Jean Gorisse Debas Cuvee Prestige||2003|Champagne|HK$ 500.0|France||4|Champagne|5468|750ml
Watermark2014 6Cos Labory 2003 JPEG.jpg|RP 87, WS 89 |M0000256|Cos Labory|5eme Cru|2003|St. Estephe|HK$ 399.0|France|The soft, plump, round, and opulent 2003 offers plenty of fig, plum, black cherry, and currant fruit, low acidity, and sweet tannin in a charming, up-front style. Drink it over the next decade. 2006-2016|17|Red wine|5469|750ml
Watermark2014 8Joanin Becot 2003 JPEG.jpg|WS 89 |M0000290|Joanin Becot|AOC|2003|Cotes de Castillon|HK$ 338.0|France|This 25-acre vineyard, planted on clay and limestone soils, consists of 25% Cabernet Franc and 75% Merlot. Michel Rolland’s top assistant, Jean-Philippe Fort, consults for the Becot family who owns this up-and-coming Cotes de Castillon superstar. The dense ruby/purple-hued, rich, full-bodied, powerful (14.8% alcohol) 2003 is both a hedonistic and intellectual turn-on. It will not have the longevity of the 2004, but it provides a big, substantial, corpulent mouthful of Merlot and Cabernet Franc that coats the palate, and finishes with silky tannin. It is a sleeper of the vintage|0|Red wine|5470|750ml
Watermark2014 6Marquis de Terme 2003 JPEG.jpg||M0000305|Marquis de Terme|4eme Cru|2003|Margaux|HK$ 375.0|France|This dark plum/garnet-tinged 2003 offers attractive aromas of plums, sweet currants, black cherries, herbs, and earth. Medium-bodied, charming, and better from bottle than it was from cask, it should be consumed over the next decade.|0|Red wine|5471|750ml
Watermark2014 8Figeac 2003 JPEG.jpg||M0000359|Figeac|1er GCC B|2003|St. Emilion|HK$ 899.0|France|Figeac 2003 exhibits a big, rich nose of dried herbs, high quality cigar tobacco, fruit cake, red currants, and sweet licorice. It is medium-bodied, soft, round, and seductive.|0|Red wine|5472|750ml
Watermark2014 8Latour 2003 JPEG.jpg|RP 99+ |M0000384|Latour|1er Cru|2003|Pauillac|HK$ 9,000.0|France|Very deep garnet in color, the 2003 Latour is vibrantly scented of red and black currants, blackberry preserves and Chinese dried plums with nuances of roses, cedar and yeast extract. The palate is beautifully balanced with the generous fruit harmoniously off-set by finely grained, firm tannins and refreshing acidity, finishing long and complex.|3|Red wine|5473|750ml
Watermark2014 9Les Forts De Latour 2003.jpg|RP 93 |M0000397|Les Forts De Latour|2nd wine of Latour|2003|Pauillac|HK$ 2,050.0|France|Very deep garnet-black colored, this vintage offers a seriously ripe and expressive nose of creme de cassis and dried plum with a savory, meaty, gamey undercurrent. The palate is medium to full-bodied with a good density and firm, grainy tannins plus a refreshing backbone of acid giving lift through the long earthy finish.|0|Red wine|5474|750ml
Watermark2014 9Chateau Lynch Bages 2003.jpg|RP 92 |M0000401|Lynch Bages|5eme Cru|2003|Pauillac|HK$ 1,280.0|France|This sexy, evolved, dense ruby/purple-tinged 2003 reveals notes of smoke, herbs, black currant jam, licorice and graphite. Full-bodied, opulent and flamboyant, it is another example of a stunning 2003 northern Medoc.|1|Red wine|5475|750ml
Watermark2014 9Chateau Pontet-Canet 2003.jpg|RP 90 |M0000420|Pontet Canet|5eme Cru|2003|Pauillac|HK$ 2,800.0|France|Deep purple to the rim with a glorious nose of scorched earth, black currant jam, smoke, licorice, and roasted meats, it is full-bodied, incredibly powerful, dense, with low acidity but high tannin, broad-shouldered, and savory. This is a stunning, pure, classic Pontet-Canet that should be at its best between 2010 and 2035.|5|Red wine|5476|1500ml
|RP 97 |M0000553|Lafleur|AOC|2003|Pomerol|HK$ 4,680.0|France||4|Red wine|5477|750ml
||M0000591|Quinault L enclos|Grand Cru Classes|2003|St. Emilion|HK$ 330.0|France|Made from a blend of 87% Merlot and the rest equal parts Cabernet Franc and Cabernet Sauvignon, the light-styled 2003 is soft and forward, yet possesses this property’s hallmark elegance. Exhibiting a deep ruby/purple hue along with a sweet nose of blueberries, licorice, and flowers, it is all about finesse, balance, and purity.|0|Red wine|5478|750ml
Watermark2014 9Chateau Pontet-Canet 2003.jpg||M0000707|Pontet Canet||2003|Pauillac|HK$ 2,800.0|France|Deep purple to the rim with a glorious nose of scorched earth, black currant jam, smoke, licorice, and roasted meats, it is full-bodied, incredibly powerful, dense, with low acidity but high tannin, broad-shouldered, and savory. This is a stunning, pure, classic Pontet-Canet that should be at its best between 2010 and 2035.|0|Red wine|5479|750ml
|RP 98 |M0000772|Domaine Leroy Clos de la Roche Grand Cru|Grand Cru|2003|Burgundy|HK$ 19,800.0|France||1|Red wine|5480|750ml
|RP 95 |M0000773|Domaine Leroy Romanee Saint Vivant G Cru|Grand Cru|2003|Burgundy|HK$ 18,000.0|France||1|Red wine|5481|750ml
Watermark2014 9Chateau Ausone 2008.jpg|RP 100 |M0000784|Ausone|1er GCC A|2003|St. Emilion|HK$ 10,500.0|France||24|Red wine|5482|750ml
Watermark2014 9Carruades de Lafite 1.5L 1999 JPEG.jpg|RP 90, WS 87 |M0000833|Carruades De Lafite|2nd wines of Lafite|2003|Pauillac|HK$ 2,900.0|France|The dense ruby/purple-tinged 2004 Carruades de Lafite exhibits sweet, crunchy, savory, black cherry, and raspberry fruit along with hints of road tar, spring flowers, and a touch of minerality.|2|Red wine|5483|750ml
|RP 90, WS 89 |M0000009|Carruades De Lafite|2nd wines of Lafite|2004|Pauillac|HK$ 2,880.0|France|The 2005 Carruades de Lafite reveals a dark ruby hue with some pink showing at the rim. The moderately intense nose of graphite, forest floor, and sweet black currant fruit is followed by a medium-bodied, elegant wine with light to moderate tannin.|8|Red wine|5484|750ml
Watermark2014 9Icon Shiraz 2004 JPEG.jpg|JH 95 |M0000022|Bidgeebong The Icon Series Shiraz||2004|New South Wales|HK$ 468.0|Australia|Red and black cherry fruit, with lots of spice, licorice and cracked pepper, long and silky tannins and quality oak.|120|Red wine|5485|750ml
Watermark2014 7Kopparossa Vintage Release Coonawarra Shiraz 2004 JPEG.jpg|JH 90 |M0000034|Kopparossa Vintage Release Coonawarra Shiraz||2004|Coonawarra|HK$ 668.0|Australia|Mid garnet; a spicy bouquet of dark plum blackberry, sage and bacon bones; the palate is lively for its age, with good acidity and a warm fruitful conclusion.|36|Red wine|5486|750ml
Watermark2014 7Will Taylor Clare Valley Riesling 2004 JPEG.jpg|JH 89 |M0000037|Will Taylor Clare Valley Riesling||2004|Clare Valley|HK$ 299.0|Australia|Aged Release. Vibrant green hue; a good example of aged Riesling with toast and lemon curd on display; the palate is very fresh and lively, with the minerality of age, combining forces with the fresh citrus flavours elegantly; long and toasty to conclude.|89|White wine|5487|750ml
Watermark2014 6Bonalgue 2004 JPEG.jpg|RP 87, WS 83 |M0000047|Bonalgue|AOC|2004|Pomerol|HK$ 599.0|France|Richly fruity, straightforward, medium-bodied, and pure, the 2004 Bonalgue offers up aromas of smoky herbs infused with black cherries, plums, and mocha. Enjoy it over the next 5-7 years.|1|Red wine|5488|750ml
|RP 90 |M0000084|de Valandraud|1er GCC B|2004|St. Emilion|HK$ 1,300.0|France||4|Red wine|5489|750ml
||M0000261|Dame de Montrose||2004|St. Estephe|HK$ 420.0|France||0|Red wine|5490|750ml
Watermark2014 6Leoville Barton 2004 JPEG.jpg||M0000338|Leoville Barton OWC|2eme Cru|2004|Saint Julien|HK$ 599.0|France|This is an impressively endowed vin de garde that should age effortlessly for 20-30 years. How Anthony Barton continues to fashion uncompromisingly primordial Bordeaux that are always among the biggest and densest of all the St.-Juliens is beyond me, but he does it year in and year out. Moreover, when it’s time to set the price, he appears to have the consumer foremost in his mind. The 2004 is a classic Leoville-Barton meant for long aging. Concentrated, with loads of smoke, creme de cassis, forest floor, and earthy notes emerge from this impressive, but oh, so backward wine. Anticipated maturity: 2015-2030+.|0|Red wine|5492|750ml
Watermark2014 2Rauzan Segla 2004 JPEG.jpg||M0000423|Rauzan Segla|2eme Cru|2004|Margaux|HK$ 599.0|France|Rauzan-Segla’s finesse-styled 2004 offers raspberry, cherry, forest floor, and dried herb-like characteristics in its deep ruby/purple-hued, medium-bodied personality. With excellent purity, freshness, and precision, it is not a blockbuster claret, but rather a stylish, elegant, accessible effort with sweet tannin. Anticipated maturity: 2009-2022.|8|Red wine|5493|750ml
|RP 94 |M0000550|Lafleur|AOC|2004|Pomerol|HK$ 3,600.0|France||3|Red wine|5494|750ml
Watermark2014Sociando Mallet 2004jpg.jpg|WS 90 |M0000595|Sociando Mallet|AOC|2004|Haut Medoc|HK$ 430.0|France|Sociando Mallet’s big, extracted, rich, classic 2004 boasts a deep ruby/purple hue as well as aromas of charcoal, wet stones, cold steel, and abundant black currant and cassis fruit. This medium to full-bodied, structured, powerful wine will benefit from 4-5 years of cellaring.|22|Red wine|5495|750ml
Watermark2014Du Tertre 2004jpg.jpg||M0000597|Du Tertre|5eme Cru|2004|Margaux|HK$ 390.0|France||22|Red wine|5496|750ml
Watermark2014Brio de Cantenac Brown 2004 JPEG.jpg||M0000601|Brio de Cantenac Brown|2nd wine of Cantenac Brown|2004|Margaux|HK$ 210.0|France||2|Red wine|5497|750ml
Watermark2014 9Chateau Beychevelle 1996.jpg||M0000676|Beychevelle|4eme Cru|2004|Saint Julien|HK$ 900.0|France||24|Red wine|5498|750ml
||M0000679|Sarget de Gruaud Larose|2nd wine|2004|Saint Julien|HK$ 250.0|France||16|Red wine|5499|750ml
|RP 94 |M0000710|Angelus|1er GCC A|2004|St. Emilion|HK$ 2,250.0|France||4|Red wine|5500|750ml
Watermark2014Pavie 2002jpg.jpg||M0000715|Pavie|1er GCC A|2004|St. Emilion||France||0|Red wine|5501|750ml
